,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,coordinates_latitude,coordinates_longitude,location_address1,location_address2,location_address3,location_city,location_zip_code,location_country,location_state,location_display_address
0,r_BrIgzYcwo1NAuG9dLbpg,pai-northern-thai-kitchen-toronto-5,Pai Northern Thai Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/35lAqXjHJac-WOOQz5yMmA/o.jpg,False,https://www.yelp.com/biz/pai-northern-thai-kitchen-toronto-5?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,3491,"[{'alias': 'thai', 'title': 'Thai'}]",4.5,[],$$,+14169014724,+1 416-901-4724,3009.3347434869856,43.64784,-79.38872,18 Duncan Street,,,Toronto,M5H 3G8,CA,ON,"['18 Duncan Street', 'Toronto, ON M5H 3G8', 'Canada']"
1,mZRKH9ngRY92bI_irrHq6w,richmond-station-toronto,Richmond Station,https://s3-media3.fl.yelpcdn.com/bphoto/agCQCtFg1pwV4WRBBw8CAg/o.jpg,False,https://www.yelp.com/biz/richmond-station-toronto?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,907,"[{'alias': 'newcanadian', 'title': 'Canadian (New)'}]",4.5,[],$$$,+16477481444,+1 647-748-1444,2911.814072486624,43.6513729,-79.379285,1 Richmond Street W,,,Toronto,M5H 3W4,CA,ON,"['1 Richmond Street W', 'Toronto, ON M5H 3W4', 'Canada']"
2,Yl2TN9c23ZGLUBSD9ks5Uw,byblos-toronto-2,Byblos,https://s3-media2.fl.yelpcdn.com/bphoto/ciuAYgyPtC7HtljXC4nEnw/o.jpg,False,https://www.yelp.com/biz/byblos-toronto-2?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,909,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}]",4.5,[],$$$$,+16476600909,+1 647-660-0909,3054.112033364548,43.647546,-79.388123,11 Duncan Street,,,Toronto,M5V 3M2,CA,ON,"['11 Duncan Street', 'Toronto, ON M5V 3M2', 'Canada']"
3,B70iTJjcPkuYn8ouUewWgw,gusto-101-toronto,Gusto 101,https://s3-media4.fl.yelpcdn.com/bphoto/nVqA7kB5QuXBWX8Nq9-nQQ/o.jpg,False,https://www.yelp.com/biz/gusto-101-toronto?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,1151,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,[],$$,+14165049669,+1 416-504-9669,3267.8432435946374,43.645002131066,-79.400309337027,101 Portland Street,,,Toronto,M5V 2N3,CA,ON,"['101 Portland Street', 'Toronto, ON M5V 2N3', 'Canada']"
4,5XVE1NtoMNbXJJcLTj1qeA,osteria-giulia-toronto,Osteria Giulia,https://s3-media2.fl.yelpcdn.com/bphoto/JJIEMnULhMXhgP1ClV8n9A/o.jpg,False,https://www.yelp.com/biz/osteria-giulia-toronto?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,38,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,[],$$$$,+14169648686,+1 416-964-8686,19.22116521243309,43.67431,-79.39668,134 Avenue Road,,,Toronto,M5R 2H6,CA,ON,"['134 Avenue Road', 'Toronto, ON M5R 2H6', 'Canada']"
5,u71djaZjecGVU1MqMevQ4g,ristorante-sotto-sotto-toronto,Ristorante Sotto Sotto,https://s3-media2.fl.yelpcdn.com/bphoto/r5WuvmqtEYjOZZjVtLlhmw/o.jpg,False,https://www.yelp.com/biz/ristorante-sotto-sotto-toronto?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,129,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,[],$$$,+14169620011,+1 416-962-0011,67.10055450161477,43.67374,-79.39646,120 Avenue Road,,,Toronto,M5R 2H4,CA,ON,"['120 Avenue Road', 'Toronto, ON M5R 2H4', 'Canada']"
6,_T7f2wUgNlJqxsR-cR89SQ,scaramouche-restaurant-pasta-bar-and-grill-toronto,Scaramouche Restaurant Pasta Bar & Grill,https://s3-media1.fl.yelpcdn.com/bphoto/XeRT7r5JbhUSr2a6zSIqYg/o.jpg,False,https://www.yelp.com/biz/scaramouche-restaurant-pasta-bar-and-grill-toronto?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,339,"[{'alias': 'french', 'title': 'French'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,[],$$$$,+14169618011,+1 416-961-8011,831.4897662752536,43.68155,-79.39991,1 Benvenuto Place,,,Toronto,M4V 2L1,CA,ON,"['1 Benvenuto Place', 'Toronto, ON M4V 2L1', 'Canada']"
7,RtUvSWO_UZ8V3Wpj0n077w,kinka-izakaya-original-toronto-4,KINKA IZAKAYA ORIGINAL,https://s3-media3.fl.yelpcdn.com/bphoto/nHFVveLBqeiCGy12R2CnRA/o.jpg,False,https://www.yelp.com/biz/kinka-izakaya-original-toronto-4?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,1817,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'pubs', 'title': 'Pubs'}]",4.0,[],$$,+14169770999,+1 416-977-0999,2109.9595120354325,43.66042406856627,-79.37890046282942,398 Church Street,,,Toronto,M5B 2A2,CA,ON,"['398 Church Street', 'Toronto, ON M5B 2A2', 'Canada']"
8,JMiaNitMzMbJm6Kh0RbT5A,canoe-toronto-2,Canoe,https://s3-media2.fl.yelpcdn.com/bphoto/tlQLlDmbY2EjEpxV_UALGw/o.jpg,False,https://www.yelp.com/biz/canoe-toronto-2?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,748,"[{'alias': 'newcanadian', 'title': 'Canadian (New)'}]",4.0,[],$$$$,+14163640054,+1 416-364-0054,3259.5714701039,43.646954,-79.382159,66 Wellington Street  W,54th Floor,TD Bank Tower,Toronto,M5K 1H6,CA,ON,"['66 Wellington Street  W', '54th Floor', 'TD Bank Tower', 'Toronto, ON M5K 1H6', 'Canada']"
9,q9_gLvTNf11etVxbH7JY0Q,yasu-toronto-8,Yasu,https://s3-media2.fl.yelpcdn.com/bphoto/2u85otlszX1G1L1L9QG0BQ/o.jpg,False,https://www.yelp.com/biz/yasu-toronto-8?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,430,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,[],$$$$,+14164772361,+1 416-477-2361,1382.2242471833936,43.66269,-79.40314,81 Harbord Street,,,Toronto,M5S 1G4,CA,ON,"['81 Harbord Street', 'Toronto, ON M5S 1G4', 'Canada']"
10,snw9iNNLpFYZeHotW00uVA,lee-toronto-6,Lee,https://s3-media1.fl.yelpcdn.com/bphoto/Zx0aFKfzKVihu3dn1POGSA/o.jpg,False,https://www.yelp.com/biz/lee-toronto-6?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,719,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,[],$$$,+14165047867,+1 416-504-7867,3019.223509317423,43.64719115126137,-79.3993497,497 Richmond Street W,,,Toronto,M5V 1Y3,CA,ON,"['497 Richmond Street W', 'Toronto, ON M5V 1Y3', 'Canada']"
11,K3NW8TEu4QRQvFvHer8v4A,josos-toronto,Joso's,https://s3-media1.fl.yelpcdn.com/bphoto/pzNHtL-GLJQvcLl2LVlBqA/o.jpg,False,https://www.yelp.com/biz/josos-toronto?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,172,"[{'alias': 'seafood', 'title': 'Seafood'}]",4.5,[],$$$,+14169251903,+1 416-925-1903,104.33812261272229,43.6751099,-79.39607,202 Davenport Road,,,Toronto,M5R 1J2,CA,ON,"['202 Davenport Road', 'Toronto, ON M5R 1J2', 'Canada']"
12,JG9UpsFR6hrqQqsKh_RyaQ,planta-yorkville-toronto-10,PLANTA Yorkville,https://s3-media3.fl.yelpcdn.com/bphoto/PZeryEMsHfd2gxRvB3iyhA/o.jpg,False,https://www.yelp.com/biz/planta-yorkville-toronto-10?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,508,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,[],$$,+16478121221,+1 647-812-1221,745.4186614241825,43.67028,-79.38945,1221 Bay Street,,,Toronto,M5R 3P5,CA,ON,"['1221 Bay Street', 'Toronto, ON M5R 3P5', 'Canada']"
13,47wBHgBwQ8_70sjmXow_1g,her-fathers-cider-bar-and-kitchen-toronto,Her Father's Cider Bar & Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/1ElufiJeX8BzW-oSEqffpQ/o.jpg,False,https://www.yelp.com/biz/her-fathers-cider-bar-and-kitchen-toronto?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,192,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'newcanadian', 'title': 'Canadian (New)'}]",4.5,[],$$,+16473477747,+1 647-347-7747,1467.9214664770316,43.66232,-79.40453,119 Harbord Street,,,Toronto,M5S 1G7,CA,ON,"['119 Harbord Street', 'Toronto, ON M5S 1G7', 'Canada']"
14,VA95qAV2PRH9gtTi2Vfv4Q,trattoria-nervosa-toronto,Trattoria Nervosa,https://s3-media1.fl.yelpcdn.com/bphoto/D_OkOqxVljJRwQ8KPHkksA/o.jpg,False,https://www.yelp.com/biz/trattoria-nervosa-toronto?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,409,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}]",4.0,[],$$,+14169614642,+1 416-961-4642,585.0828265243665,43.67101,-79.39104,75 Yorkville Avenue,,,Toronto,M5R 1B8,CA,ON,"['75 Yorkville Avenue', 'Toronto, ON M5R 1B8', 'Canada']"
15,eKznX8VTfcQrjCqXpeobiw,rasa-toronto,Rasa,https://s3-media1.fl.yelpcdn.com/bphoto/wPprWzf9PTM62UYDgaobeA/o.jpg,False,https://www.yelp.com/biz/rasa-toronto?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,328,"[{'alias': 'newcanadian', 'title': 'Canadian (New)'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.5,[],$$,+16473508221,+1 647-350-8221,1402.7329472369408,43.6627752,-79.4039682,196 Robert Street,,,Toronto,M5S 2K8,CA,ON,"['196 Robert Street', 'Toronto, ON M5S 2K8', 'Canada']"
16,VS0Tm4uB_oZ7zGcANOl8uw,dzo-viet-eatery-toronto,Dzo Viet Eatery,https://s3-media4.fl.yelpcdn.com/bphoto/whO3DlHwdsPc_cu5BZmv6g/o.jpg,False,https://www.yelp.com/biz/dzo-viet-eatery-toronto?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,158,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",4.0,['restaurant_reservation'],$$,+16473468843,+1 647-346-8843,2243.910181518081,43.65445,-79.39178,308 Dundas Street W,,,Toronto,M5T 1G4,CA,ON,"['308 Dundas Street W', 'Toronto, ON M5T 1G4', 'Canada']"
17,ZumOnWbstgsIE6bJlxw0_Q,jacobs-and-co-steakhouse-toronto,Jacobs & Co. Steakhouse,https://s3-media3.fl.yelpcdn.com/bphoto/QnuGwNzr3C87cEy_uw9sMw/o.jpg,False,https://www.yelp.com/biz/jacobs-and-co-steakhouse-toronto?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,616,"[{'alias': 'steak', 'title': 'Steakhouses'}]",4.5,[],$$$$,+14163660200,+1 416-366-0200,3213.132106562395,43.64539876116,-79.3980279011192,12 Brant Street,,,Toronto,M5V 1K4,CA,ON,"['12 Brant Street', 'Toronto, ON M5V 1K4', 'Canada']"
18,uPa5hrWmHm0n1l4MSyVMGQ,aloette-toronto-3,Aloette,https://s3-media1.fl.yelpcdn.com/bphoto/iQRskCyM2unpws8NVuXbag/o.jpg,False,https://www.yelp.com/biz/aloette-toronto-3?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,303,"[{'alias': 'french', 'title': 'French'}, {'alias': 'bistros', 'title': 'Bistros'}, {'alias': 'diners', 'title': 'Diners'}]",4.5,[],$$$,+14162603444,+1 416-260-3444,2861.1678709256976,43.64855831176563,-79.395963,163 Spadina Avenue,1st Floor,,Toronto,M5V 2L6,CA,ON,"['163 Spadina Avenue', '1st Floor', 'Toronto, ON M5V 2L6', 'Canada']"
19,O-uIEuv7JLUHajkemx_sVw,beerbistro-toronto-3,Beerbistro,https://s3-media2.fl.yelpcdn.com/bphoto/rgD98HIvEFED2JTdaL9ewA/o.jpg,False,https://www.yelp.com/biz/beerbistro-toronto-3?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,682,"[{'alias': 'bistros', 'title': 'Bistros'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.0,[],$$,+14168619872,+1 416-861-9872,3179.9774798541725,43.64946713499637,-79.3771696548727,18 King Street E,,,Toronto,M5C 1C4,CA,ON,"['18 King Street E', 'Toronto, ON M5C 1C4', 'Canada']"
20,CN5nuUQod0f8g3oh99qq0w,kinka-izakaya-annex-toronto-2,KINKA IZAKAYA ANNEX,https://s3-media1.fl.yelpcdn.com/bphoto/43RRSeAOPBk7r6qIzDfLnQ/o.jpg,False,https://www.yelp.com/biz/kinka-izakaya-annex-toronto-2?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,507,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'pubs', 'title': 'Pubs'}]",4.0,[],$$,+16473431101,+1 647-343-1101,1506.0784402358188,43.665157,-79.410658,559 Bloor St W,,,Toronto,M5S 1Y6,CA,ON,"['559 Bloor St W', 'Toronto, ON M5S 1Y6', 'Canada']"
21,CNPnbJlMmCx08geOvDmH7A,blu-ristorante-toronto-5,Blu Ristorante,https://s3-media4.fl.yelpcdn.com/bphoto/tLzk7ln8eYVW72dGQ2Moew/o.jpg,False,https://www.yelp.com/biz/blu-ristorante-toronto-5?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,178,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,[],$$$,+14169211471,+1 416-921-1471,225.01733033461625,43.67239,-79.396085,90 Avenue Road,,,Toronto,M5R 2H2,CA,ON,"['90 Avenue Road', 'Toronto, ON M5R 2H2', 'Canada']"
22,gy5pr5bFAjOL5rERSdMCLg,the-keg-steakhouse-bar-york-street-toronto-9,The Keg Steakhouse + Bar - York Street,https://s3-media3.fl.yelpcdn.com/bphoto/2UgMnMgfN9rIr32waT97Mg/o.jpg,False,https://www.yelp.com/biz/the-keg-steakhouse-bar-york-street-toronto-9?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,311,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,[],$$$,+14167031773,+1 416-703-1773,2890.2567711176403,43.650011481693866,-79.38395891300931,165 York Street,,,Toronto,M5H 3R8,CA,ON,"['165 York Street', 'Toronto, ON M5H 3R8', 'Canada']"
23,crstB-H5rOfbXhV8pX0e6g,ramen-isshin-toronto,Ramen Isshin,https://s3-media2.fl.yelpcdn.com/bphoto/LvnYnumInn7dmCewmQsU3w/o.jpg,False,https://www.yelp.com/biz/ramen-isshin-toronto?adjust_creative=SyDutSLttpFj85STAUNd9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SyDutSLttpFj85STAUNd9Q,817,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.5,[],$$,+14163674013,+1 416-367-4013,2156.2378719884887,43.65634,-79.40689,421 College Street,,,Toronto,M5T 1T1,CA,ON,"['421 College Street', 'Toronto, ON M5T 1T1', 'Canada']"
